Id,Name,Category,Type,Class,Latitude,Longitude
530096,Chain Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9301111,-77.1144231
529029,Charles Richard Drew Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9348334,-76.993587
528750,Devils Chair Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9126115,-77.0544217
530784,Duke Ellington Memorial Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9240002,-77.0485883
531715,Dumbarton Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.91056,-77.05139
530981,Eleventh Street Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.8723345,-76.98942
531763,Francis Case Memorial Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.8809454,-77.0299767
530558,Francis Scott Key Memorial Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9026116,-77.0696999
530728,Frederick Douglass Memorial Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.8687234,-77.0052538
528870,Fron Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9370555,-77.0505327
530906,George Mason Memorial Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.876501,-77.0416436
530146,Harvard Street Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9281668,-77.0444215
529044,Inlet Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.8801121,-77.0405324
531730,Iron Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9373332,-77.050255
531466,John Phillip Sousa Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.8767789,-76.977753
530147,K Street Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9026116,-77.0577552
531877,Klingle Ford Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9326111,-77.056644
528633,Kutz Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.8867787,-77.0394213
2457380,Long Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.8743,-77.0388
530169,M Street Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9053894,-77.0558106
530163,Massachusetts Avenue Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9178892,-77.0583107
2457381,Officer Kevin J Welsh Memorial Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.8718,-76.9906
529037,Outlet Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.882612,-77.0330322
530149,P Street Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9098337,-77.0499772
530150,Pebble Dash Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9373332,-77.050255
530103,Potomac Railroad Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.8742789,-77.0388658
531876,Rapids Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9115004,-77.043866
528847,Riley Spring Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9778881,-77.0433105
530940,Rochambeau Memorial Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.8756677,-77.0396991
528846,Rolling Meadow Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9701105,-77.0449772
530827,Saint Albans Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9298333,-77.0702555
528748,Shoreham Hill Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9201113,-77.0535884
530152,Sixteenth Steet Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9381667,-77.0363658
530153,Tenth Street Mall Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.8848342,-77.0258099
530934,Theodore Roosevelt Memorial Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.8920562,-77.0608108
529652,Tiger Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9381667,-77.0363658
529050,Whitney Young Memorial Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.8898342,-76.9646971
530743,William Howard Taft Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9215002,-77.0499772
530779,Wisconsin Avenue Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.9042783,-77.0627553
530780,Woodrow Wilson Memorial Bridge,District of Columbia physical cultural and historic features,Cultural ,Bridge,38.7931692,-77.03831
2457384,A T Seban Mesut Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.962,-77.0282
528884,Acacia Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8951119,-77.0096984
2082672,Academic Administration,District of Columbia physical cultural and historic features,Cultural ,Building,38.9066667,-77.0708333
2085532,Academic Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9,-77.0483
530471,Academy of Music Building ,District of Columbia physical cultural and historic features,Cultural ,Building,38.894834,-77.0233098
2102046,Acheson Science Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9177778,-77.0902778
2457386,Adams Before and After School Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9448,-77.0631
2457387,Adams House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9327,-77.0416
529918,Adams-Mason House,District of Columbia physical cultural and historic features,Cultural ,Building,38.904556,-77.0602552
2457388,Adas Israel Congregation Day Care Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9368,-77.0575
2457389,Addiction Prevention and Recovery Administration Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8371,-77.0062
530158,Admiral Weaver House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9065005,-77.0588663
531796,Admirals House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9228891,-77.0655331
1998977,Admiral's House Naval Observatory,District of Columbia physical cultural and historic features,Cultural ,Building,38.9228891,-77.0655331
2457390,Adventureland Day Nursery,District of Columbia physical cultural and historic features,Cultural ,Building,38.9402,-77.0268
2457391,Aeeze Bates Day Care Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8965,-76.9824
2457392,Agape Cabbage Patch and Lemaes Early Learning Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8728,-76.9698
530862,Airlie Estate ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9609439,-77.0546996
2102534,Alain Leroy Locke Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9233333,-77.0197222
1998983,Alban Towers Apartment Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9290001,-77.0733111
531361,Albaughs Opera House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8965007,-77.0330323
2044601,Albert Einstein Planetarium,District of Columbia physical cultural and historic features,Cultural ,Building,38.8881676,-77.0196986
1998985,Alden Babcock Calvert Apartments,District of Columbia physical cultural and historic features,Cultural ,Building,38.924278,-77.029699
2102060,Alexander Graham Bell Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.8986111,-77.0461111
531819,Alexander Melville Bell House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9095559,-77.0685887
1998987,Alexander Ray House,District of Columbia physical cultural and historic features,Cultural ,Building,38.8976118,-77.0438659
1998989,Alibi Club,District of Columbia physical cultural and historic features,Cultural ,Building,38.9012228,-77.0435881
1998990,Alice Pike Barney House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9117782,-77.0508105
2457394,All My Children Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8962,-76.9167
2457395,All My Children Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8636,-76.9817
2457396,All Saints All Day Care Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.935,-77.0878
2457398,All Saints All Day Childcare Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9641,-77.036
530049,Allan Mercer Daniel Law Library,District of Columbia physical cultural and historic features,Cultural ,Building,38.9423332,-77.041366
2457399,Allen Chapel African Methodist Episcopal Church Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.856705,-76.970238
531805,Alma Thomas House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9109448,-77.0344212
531808,Alumni House - Georgetown University,District of Columbia physical cultural and historic features,Cultural ,Building,38.898445,-77.0466437
2102347,Alumni Square,District of Columbia physical cultural and historic features,Cultural ,Building,38.9072222,-77.0716667
2082673,Alumni Square (Village B),District of Columbia physical cultural and historic features,Cultural ,Building,38.9072222,-77.0716667
2457401,Amazing Life Games Preschool,District of Columbia physical cultural and historic features,Cultural ,Building,38.9432,-77.0369
2457402,Ambassador Baptist Church Multi-purpose Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.867157,-76.983921
528722,American Association of University Women,District of Columbia physical cultural and historic features,Cultural ,Building,38.9006673,-77.0383102
531782,American Bank Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.897334,-77.0305322
530692,American Colonization Society Hall ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8917786,-77.0180319
531797,American Federation of Labor Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.903445,-77.0238655
2559567,American Federation of Labor Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9033333,-77.0241667
529154,American Film Institute National Film Theater,District of Columbia physical cultural and historic features,Cultural ,Building,38.8959451,-77.0555328
528720,American Forestry Association Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9023339,-77.0377547
2457403,American Hospital Association,District of Columbia physical cultural and historic features,Cultural ,Building,38.8953291,-77.0093388
528804,American National Red Cross Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8965007,-77.0458104
528788,American Nature Association Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9059449,-77.0371991
531786,American Peace Society Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8995561,-77.0380324
529436,American Pharmaceutical Institute,District of Columbia physical cultural and historic features,Cultural ,Building,38.8928896,-77.0494216
1999000,American Red Cross History and Education Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8951118,-77.0399769
531788,American Security and Trust Company Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8992784,-77.0335879
531401,American Theatre ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8945562,-77.0188653
2457404,American University Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9391,-77.0884
529127,American Veterans Association Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.879001,-77.0227543
528893,American War Mothers Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9101115,-77.042477
2457405,Amidon Before and After School Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8795,-77.0181
528910,Anacostia Annex,District of Columbia physical cultural and historic features,Cultural ,Building,38.8284463,-77.0205318
529479,Anacostia Branch Library,District of Columbia physical cultural and historic features,Cultural ,Building,38.8659457,-76.9785863
531524,Anacostia Museum,District of Columbia physical cultural and historic features,Cultural ,Building,38.8567793,-76.976364
530846,Anacostia Park Fieldhouse,District of Columbia physical cultural and historic features,Cultural ,Building,38.8723345,-76.9830309
529047,Anacostia Park Pavilion,District of Columbia physical cultural and historic features,Cultural ,Building,38.8784455,-76.9696972
530977,Analostan Boat Club ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8976118,-77.0427548
530285,Anchor Tavern and Oyster House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9053894,-77.0583107
531774,Anderson Cottage,District of Columbia physical cultural and historic features,Cultural ,Building,38.9359444,-77.0099764
2063114,Anderson Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9359443,-77.0908114
529155,Anderson House Museum,District of Columbia physical cultural and historic features,Cultural ,Building,38.9109448,-77.0474771
2102535,Andrew Carnegie Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9227778,-77.0208333
2559627,Andrew Mellon Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9094444,-77.0413889
530596,Andrew W Mellon Auditorium,District of Columbia physical cultural and historic features,Cultural ,Building,38.8926119,-77.0296989
531800,Anthony Bowen Branch YMCA,District of Columbia physical cultural and historic features,Cultural ,Building,38.9151115,-77.0396992
530335,Anthony Reintzel Building ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9051116,-77.0658109
530187,Anton Ruppert House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9176115,-76.976642
1999001,Apartment Building at 2225 N Street,District of Columbia physical cultural and historic features,Cultural ,Building,38.9076116,-77.0494216
530383,Apex Theater ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9448331,-77.0955337
530022,Apollo Hall ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8959451,-77.0302545
529862,Apostolic Nunciature - The Holy See,District of Columbia physical cultural and historic features,Cultural ,Building,38.9237224,-77.0649776
2457406,Apple Tree Institute For Education,District of Columbia physical cultural and historic features,Cultural ,Building,38.8789,-77.0219
2082360,Appleby Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9063889,-76.9977778
530051,Arena Stage,District of Columbia physical cultural and historic features,Cultural ,Building,38.8773343,-77.0202542
530942,Argentine Embassy Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9115004,-77.0421992
531019,Ariel Rios Federal Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8951118,-77.0285878
531359,Arlington Hotel ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9012228,-77.0344212
2102536,Armour J Blackburn Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9238889,-77.0194444
530423,Army and Navy Club Building ,District of Columbia physical cultural and historic features,Cultural ,Building,38.900945,-77.0388658
528841,Army Medical Museum and Library ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9739993,-77.0321991
2102047,Arnes Dining Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9175,-77.0897222
2457408,Arnold And Porter Childrens Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8967,-77.0276
531737,Art Barn,District of Columbia physical cultural and historic features,Cultural ,Building,38.9403888,-77.0533106
1999023,Art Museum of the Americas,District of Columbia physical cultural and historic features,Cultural ,Building,38.8928896,-77.0410881
1999026,Arthur M Sackler Gallery,District of Columbia physical cultural and historic features,Cultural ,Building,38.8881675,-77.0260877
530189,Arthur Stanley House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9142781,-77.0535884
531630,Artists Mart ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9081671,-77.0635886
530570,Arts and Industries Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8881676,-77.0241431
529915,Arts Club of Washington,District of Columbia physical cultural and historic features,Cultural ,Building,38.9017784,-77.0455326
2063153,Asbury Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9372222,-77.0905556
1999027,Ashburton House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9003895,-77.0352546
2457409,Assembly of the Saints Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8991,-76.9335
531367,Association of American Geographers Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9126115,-77.0369213
528778,Association of Oldest Inhabitants Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8934451,-77.0430325
531783,Atlantic Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.897334,-77.0249766
2457410,Atlantic Gardens Early Childhood Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9448,-77.0631
2457411,Atlantic Terrace Day Care Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9448,-77.0631
529920,Atlas Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8970562,-77.0238654
2457412,Atlas Theater,District of Columbia physical cultural and historic features,Cultural ,Building,38.9,-76.9872
530102,Auditors Building Complex,District of Columbia physical cultural and historic features,Cultural ,Building,38.8865009,-77.0330323
1999047,Augusta Apartment Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9053895,-77.0138652
528742,Austrian Legation Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9137226,-77.0521995
1999049,Avalon Theater,District of Columbia physical cultural and historic features,Cultural ,Building,38.9653883,-77.0758111
